ZIP,BKCLASS,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ADDRESS,ENDEFYMD,CERT,ESTYMD,LIAB,ID
72029,NM,20201231,37612,43400,ARKANSAS,5623.0,MERCHANTS&PLANTERS BANK,CLARENDON,297 MADISON ST.,99991231,107,18900101,37777,107_20201231
71842,NM,20201231,211214,240227,ARKANSAS,28747.0,HORATIO STATE BANK,HORATIO,PRIDE &MAIN,99991231,109,19050505,211480,109_20201231
72223,NM,20201231,21450356,27162596,ARKANSAS,4272271.0,BANK OZK,LITTLE ROCK,18000 CANTRELL RD,99991231,110,19030303,22887240,110_20201231
34994,N,20201231,6932634,8343334,FLORIDA,1132513.0,SEACOAST NATIONAL BANK,STUART,815 COLORADO AVE,99991231,131,19330101,7210717,131_20201231
31061,NM,20201231,276877,312949,GEORGIA,34125.0,CENTURY BANK&TRUST,MILLEDGEVILLE,141 S WAYNE ST,99991231,147,18980101,278824,147_20201231
30650,NM,20201231,274804,315351,GEORGIA,33459.0,BANK OF MADISON,MADISON,133 N. MAIN ST.,99991231,148,18900101,281892,148_20201231
31539,NM,20201231,109015,127709,GEORGIA,18551.0,BANK OF HAZLEHURST,HAZLEHURST,22 S. TALLAHASSEE ST.,99991231,149,19060101,109158,149_20201231
31622,NM,20201231,197325,217974,GEORGIA,19959.0,BANK OF ALAPAHA,ALAPAHA,245 NE RAILROAD ST.,99991231,155,19050325,198015,155_20201231
31061,NM,20201231,275933,316935,GEORGIA,39691.0,EXCHANGE BANK,MILLEDGEVILLE,250 W HANCOCK ST,99991231,160,19030601,277244,160_20201231
30224,N,20201231,295639,336801,GEORGIA,26528.0,FIRST NB OF GRIFFIN,GRIFFIN,318 S. HILL ST.,99991231,169,19330512,310273,169_20201231
31827,NM,20201231,99949,111221,GEORGIA,10971.0,PEOPLES BANK OF GEORGIA,TALBOTTON,26 W. MONROE ST.,99991231,170,18910101,100250,170_20201231
30295,NM,20201231,1753795,1931825,GEORGIA,172389.0,UNITED BANK,ZEBULON,685 GRIFFIN ST.,99991231,172,19050131,1759436,172_20201231
30630,NM,20201231,277547,307519,GEORGIA,27673.0,COMMERCIAL BANK,CRAWFORD,102 N. CHURCH ST.,99991231,175,19240905,279846,175_20201231
31836,NM,20201231,51697,58701,GEORGIA,6955.0,TALBOT STATE BANK,WOODLAND,76 E. MAIN ST.,99991231,178,19071125,51746,178_20201231
31055,NM,20201231,95746,118033,GEORGIA,20148.0,MERCHANTS&CITIZENS BANK,MCRAE,6 COLLEGE ST.,99991231,183,19290223,97885,183_20201231
47946,NM,20201231,289428,350936,INDIANA,47290.0,ALLIANCE BANK,FRANCESVILLE,101 W MONTGOMERY ST.,99991231,197,19300703,303646,197_20201231
46172,NM,20201231,198405,227196,INDIANA,27755.0,TRI-COUNTY BANK&TRUST CO,ROACHDALE,18 E. WASHINGTON ST.,99991231,210,18921007,199440,210_20201231
52353,SM,20201231,342977,421085,IOWA,46899.0,WASHINGTON STATE BANK,WASHINGTON,121 S MARION AVE,99991231,214,19320418,374186,214_20201231
50563,NM,20201231,34331,38750,IOWA,4381.0,MANSON STATE BANK,MANSON,1001 MAIN ST,20220514,223,19330101,34369,223_20201231
52621,NM,20201231,36354,40930,IOWA,4239.0,PEOPLES SAVINGS BANK,CRAWFORDSVILLE,100 S. MAIN,20220912,225,19121017,36691,225_20201231
50216,NM,20201231,131965,162088,IOWA,18196.0,GUTHRIE COUNTY STATE BANK,PANORA,505 E. MAIN ST.,99991231,226,19311017,143892,226_20201231
51250,NM,20201231,894166,1108499,IOWA,119989.0,AMERICAN STATE BANK,SIOUX CENTER,525 N. MAIN ST.,99991231,228,19130901,988510,228_20201231
51301,NM,20201231,204848,244425,IOWA,25384.0,COMMUNITY STATE BANK,SPENCER,1812 HWY. BLVD.,99991231,230,19140101,219041,230_20201231
51401,SM,20201231,189961,223333,IOWA,17479.0,COMMERCIAL SAVINGS BANK,CARROLL,325 W HWY 30,99991231,231,19170101,205853,231_20201231
52333,NM,20201231,90923,118237,IOWA,26721.0,SOLON STATE BANK,SOLON,126 S. MARKET ST.,99991231,232,19320317,91516,232_20201231
50574,NM,20201231,74527,103062,IOWA,28235.0,POCAHONTAS STATE BANK,POCAHONTAS,233 N. MAIN ST.,99991231,234,19260701,74826,234_20201231
51058,NM,20201231,186876,262220,IOWA,27016.0,SECURITY STATE BANK,SUTHERLAND,109 W. 2ND ST.,99991231,235,19310101,235204,235_20201231
50220,NM,20201231,307829,343525,IOWA,30419.0,RACCOON VALLEY BANK,PERRY,1202 2ND ST.,99991231,245,19270101,313106,245_20201231
50265,NM,20201231,136841,179938,IOWA,17498.0,STATE SAVINGS BANK,WEST DES MOINES,4800 GEORGE MILLS CIVIC PARK,99991231,248,18940704,162440,248_20201231
51034,NM,20201231,62227,75566,IOWA,12742.0,FIRST SECURITY BANK,MAPLETON,401 MAIN ST.,99991231,251,18781003,62824,251_20201231
50158,SM,20201231,159896,221908,IOWA,39775.0,PINNACLE BANK,MARSHALLTOWN,2206 S. CTR. ST.,99991231,252,19270505,182133,252_20201231
52156,NM,20201231,1322729,1867790,IOWA,177215.0,LUANA SAVINGS BANK,LUANA,100 HARVEST DR.,99991231,253,19080801,1690575,253_20201231
50022,NM,20201231,220485,253252,IOWA,28020.0,FIRST WHITNEY BANK&TRUST,ATLANTIC,223 CHESTNUT ST.,99991231,254,19070101,225232,254_20201231
51350,NM,20201231,64337,77154,IOWA,12752.0,MELVIN SAVINGS BANK,MELVIN,260 MAIN ST.,20210701,256,19120101,64402,256_20201231
40206,NM,20201231,3993862,4604281,KENTUCKY,426356.0,STOCK YARDS BANK&TRUST CO,LOUISVILLE,1040 E. MAIN ST.,99991231,258,19040601,4177925,258_20201231
40456,NM,20201231,132268,154731,KENTUCKY,15946.0,CITIZENS BANK,MOUNT VERNON,411 NEW BRODHEAD RD.,99991231,262,19040101,138785,262_20201231
41129,NM,20201231,193686,237227,KENTUCKY,42993.0,KENTUCKY FARMERS BANK CORP,CATLETTSBURG,2500 BROADWAY,99991231,267,19310101,194234,267_20201231
42261,NM,20201231,198103,230558,KENTUCKY,19165.0,MORGANTOWN BANK&TRUST CO INC,MORGANTOWN,201 N MAIN ST.,99991231,275,18800901,211393,275_20201231
41749,NM,20201231,116957,138416,KENTUCKY,13868.0,HYDEN CITIZENS BANK,HYDEN,22023 MAIN ST.,99991231,281,19040901,124548,281_20201231
42206,NM,20201231,87132,98282,KENTUCKY,8279.0,AUBURN BANKING CO,AUBURN,218 W. MAIN ST.,99991231,284,19290101,90003,284_20201231
42025,SM,20201231,1246172,1381419,KENTUCKY,128614.0,COMMUNITY FINL SERVICES BK,BENTON,221 W. 5TH ST.,99991231,287,18900101,1252805,287_20201231
41301,NM,20201231,48503,58934,KENTUCKY,6449.0,FARMERS&TRADERS BK CAMPTON,CAMPTON,215 MOUNTAIN PKWY. SPUR,99991231,288,19020101,52485,288_20201231
41822,NM,20201231,245451,289048,KENTUCKY,28220.0,BANK OF HINDMAN,HINDMAN,1362 HINDMAN BYPASS,99991231,289,19030101,260828,289_20201231
40447,NM,20201231,110116,157928,KENTUCKY,39324.0,JACKSON COUNTY BANK,MC KEE,123 MAIN ST. N,99991231,291,19041005,118604,291_20201231
42633,SM,20201231,797589,915696,KENTUCKY,88361.0,MONTICELLO BANKING CO,MONTICELLO,50 N. MAIN,99991231,292,18950101,827335,292_20201231
42210,NM,20201231,197535,236163,KENTUCKY,26867.0,BANK OF EDMONSON COUNTY,BROWNSVILLE,109 N MAIN ST.,99991231,296,19250101,209296,296_20201231
42256,SM,20201231,120953,151085,KENTUCKY,15386.0,LEWISBURG BANKING CO,LEWISBURG,287 N. MAIN ST,99991231,297,18940210,135699,297_20201231
42653,NM,20201231,289592,344800,KENTUCKY,42095.0,UNITED CUMBERLAND BANK,WHITLEY CITY,47 S MAIN ST,99991231,303,19060101,302706,303_20201231
42031,NM,20201231,45337,62301,KENTUCKY,12788.0,CLINTON BANK,CLINTON,220 E. CLAY ST.,99991231,304,18870901,49513,304_20201231
70791,NM,20201231,272976,303727,LOUISIANA,26322.0,BANK OF ZACHARY,ZACHARY,4743 MAIN ST.,99991231,306,19040101,277405,306_20201231
70722,NM,20201231,131906,159097,LOUISIANA,15023.0,LANDMARK BANK,CLINTON,12225 ST. HELENA ST.,99991231,307,18971101,144074,307_20201231
71261,NM,20201231,46567,51681,LOUISIANA,5103.0,MER ROUGE STATE BANK,MER ROUGE,102 DAVENPORT AVE.,99991231,314,19030101,46579,314_20201231
39095,NM,20201231,118336,138098,MISSISSIPPI,17503.0,HOLMES COUNTY BANK&TRUST CO,LEXINGTON,316 COURT SQ.,99991231,321,19320101,120595,321_20201231
39429,NM,20201231,421613,474845,MISSISSIPPI,45658.0,CITIZENS BANK,COLUMBIA,814 MAIN ST.,99991231,324,19140715,429188,324_20201231
39154,NM,20201231,97273,108769,MISSISSIPPI,11091.0,MERCHANTS&PLANTERS BANK,RAYMOND,308 RAYMOND SQ.,99991231,327,19060201,97678,327_20201231
39533,NM,20201231,550591,665410,MISSISSIPPI,92005.0,PEOPLES BANK BILOXI MS,BILOXI,LAMEUSE &HOWARD AVE.,99991231,340,18960413,573405,340_20201231
59875,SM,20201231,499213,559711,MONTANA,50275.0,FARMERS STATE BANK,VICTOR,103 MAIN ST.,99991231,342,19070101,509436,342_20201231
59313,NM,20201231,156475,173797,MONTANA,15801.0,BANK OF BAKER,BAKER,116 S MAIN ST.,99991231,352,19240920,157996,352_20201231
59421,SM,20201231,35800,40507,MONTANA,4680.0,STOCKMENS BANK,CASCADE,117 CENTRAL AVE.,99991231,358,19170101,35827,358_20201231
59802,SM,20201231,344078,397729,MONTANA,36836.0,FIRST MONTANA BANK INC,MISSOULA,201 N. HIGGINS AVE.,99991231,363,19130101,360893,363_20201231
45631,SM,20201231,998141,1171756,OHIO,130855.0,OHIO VALLEY BANK CO,GALLIPOLIS,420 3RD AVE.,99991231,384,18720101,1040901,384_20201231
43022,NM,20201231,57626,64473,OHIO,6450.0,PEOPLES BANK,GAMBIER,103 E. WIGGIN ST.,99991231,389,19200601,58024,389_20201231
73565,NM,20201231,22376,26027,OKLAHOMA,3647.0,FIRST SUMMIT BANK,RYAN,527 WASHINGTON ST.,99991231,399,18940601,22380,399_20201231
73089,NM,20201231,266087,296803,OKLAHOMA,29301.0,SOONER STATE BANK,TUTTLE,2 S.E. 4TH,99991231,402,19030101,267502,402_20201231
74561,SM,20201231,117510,130824,OKLAHOMA,11332.0,FARMERS STATE BANK,QUINTON,1100 MAIN ST,99991231,404,19080308,119492,404_20201231
73729,NM,20201231,70955,88559,OKLAHOMA,17582.0,CLEO STATE BANK,CLEO SPRINGS,202 S. SQ.,99991231,406,19001025,70977,406_20201231
73801,NM,20201231,219548,265902,OKLAHOMA,43325.0,STOCK EXCHANGE BANK,WOODWARD,1117 10TH ST.,99991231,414,19030103,222577,414_20201231
73763,NM,20201231,123246,142933,OKLAHOMA,17956.0,HIGH PLAINS BANK,OKEENE,202 N. MAIN ST.,99991231,418,19300211,124977,418_20201231
73859,NM,20201231,31942,36450,OKLAHOMA,4465.0,BANK OF VICI,VICI,121 W. BROADWAY ST.,99991231,420,19020101,31985,420_20201231
73628,NM,20201231,206020,235993,OKLAHOMA,28954.0,SECURITY STATE BANK,CHEYENNE,402 BROADWAY,99991231,421,19120622,207039,421_20201231
74437,NM,20201231,62189,73657,OKLAHOMA,8492.0,AMERICAN EXCHANGE BANK,HENRYETTA,510-512 W. MAIN ST.,99991231,428,19330101,65165,428_20201231
74743,N,20201231,112056,127171,OKLAHOMA,10481.0,SECURITY FIRST NB OF HUGO,HUGO,100 S. BROADWAY,99991231,432,19300107,116691,432_20201231
18853,NM,20201231,376435,443963,PENNSYLVANIA,43063.0,PS BANK,WYALUSING,42621 RT. 6,99991231,444,19141125,400901,444_20201231
16145,NM,20201231,400063,475457,PENNSYLVANIA,47288.0,MERCER COUNTY STATE BANK,SANDY LAKE,3279 S. MAIN ST.,99991231,445,19110620,428169,445_20201231
57066,NM,20201231,189492,237149,SOUTH DAKOTA,24281.0,SECURITY STATE BANK,TYNDALL,1600 MAIN ST.,99991231,485,19321101,212868,485_20201231
57656,NM,20201231,44813,48482,SOUTH DAKOTA,3609.0,WESTERN DAKOTA BANK,TIMBER LAKE,803 MAIN ST.,99991231,492,19190101,44873,492_20201231
57026,NM,20201231,181462,213971,SOUTH DAKOTA,21026.0,BANKSTAR FINANCIAL,ELKTON,124 ELK ST.,99991231,496,19260320,192945,496_20201231
57368,NM,20201231,105823,119665,SOUTH DAKOTA,13090.0,FARMERS&MERCHANTS STATE BANK,PLANKINTON,101 S. MAIN ST.,99991231,501,19100406,106575,501_20201231
57532,NM,20201231,104282,117012,SOUTH DAKOTA,12177.0,DAKOTA PRAIRIE BANK,FORT PIERRE,1204 YELLOWSTONE ST.,99991231,504,19060628,104835,504_20201231
57437,NM,20201231,115164,132347,SOUTH DAKOTA,16582.0,GREAT PLAINS BANK,EUREKA,702 7TH ST.,99991231,505,19201023,115765,505_20201231
82082,SM,20201231,26048,28422,WYOMING,2349.0,FARMERS STATE BANK,PINE BLUFFS,103 E. 2ND,99991231,526,19150430,26073,526_20201231
82520,NM,20201231,185609,201196,WYOMING,15496.0,CENTRAL BANK&TRUST,LANDER,285 MAIN ST.,99991231,529,18900131,185701,529_20201231
14203,SM,20201231,120464922,142219684,NEW YORK,15923968.0,MANUFACTURERS&TRADERS TR CO,BUFFALO,1 M &T PLZ,99991231,588,18560101,126295716,588_20201231
14902,SM,20201231,2040900,2274470,NEW YORK,192364.0,CHEMUNG CANAL TRUST CO,ELMIRA,ONE CHEMUNG CANAL PLAZA,99991231,597,18331022,2082106,597_20201231
14850,NM,20201231,2026652,2375753,NEW YORK,163760.0,TOMPKINS TRUST CO,ITHACA,118 E. SENECA ST.,99991231,609,19340101,2210695,609_20201231
12545,SM,20201231,239680,267744,NEW YORK,25626.0,BANK OF MILLBROOK,MILLBROOK,3263 FRANKLIN AVE.,99991231,618,18910518,242118,618_20201231
10001,NM,20201231,5344136,5976909,NEW YORK,535688.0,AMALGAMATED BANK,NEW YORK,275 7TH AVE,99991231,622,19230414,5441088,622_20201231
10005,SM,20201231,33657000,45312000,NEW YORK,9293000.0,DEUTSCHE BANK TR CO AMERICAS,NEW YORK,60 WALL ST.,99991231,623,19030330,36019000,623_20201231
43240,N,20201231,1873208000,3025285000,OHIO,270060000.0,JPMORGAN CHASE BANK NA,COLUMBUS,1111 POLARIS PKWY.,99991231,628,18240101,2755167000,628_20201231
10286,SM,20201231,208980000,386515000,NEW YORK,29256000.0,BANK OF NEW YORK MELLON,NEW YORK,240 GREENWICH ST.,99991231,639,18510101,357259000,639_20201231
14569,SM,20201231,4312874,4875673,NEW YORK,479022.0,FIVE STAR BANK,WARSAW,55 N. MAIN ST.,99991231,659,18811226,4396651,659_20201231
12866,SM,20201231,1324589,1495891,NEW YORK,140328.0,ADIRONDACK TRUST CO,SARATOGA SPRINGS,473 BROADWAY,99991231,660,19010101,1355506,660_20201231
17815,NM,20201231,634345,851174,PENNSYLVANIA,100572.0,FIRST COLUMBIA BANK&TRUST CO,BLOOMSBURG,232 E. ST,99991231,686,19260201,750602,686_20201231
18431,NM,20201231,1536240,1853047,PENNSYLVANIA,195034.0,WAYNE BANK,HONESDALE,717 MAIN ST,99991231,698,18710101,1658013,698_20201231
17257,SM,20201231,2370842,2749743,PENNSYLVANIA,263344.0,ORRSTOWN BANK,SHIPPENSBURG,77 E. KING ST.,99991231,713,19190501,2486399,713_20201231
40361,NM,20201231,987421,1236230,KENTUCKY,123882.0,KENTUCKY BANK,PARIS,FOURTH &MAIN ST.,20210630,734,19150101,1112348,734_20201231
44606,SM,20201231,165553,179273,OHIO,12838.0,APPLE CREEK BANKING CO,APPLE CREEK,3 W. MAIN ST.,99991231,737,19040201,166435,737_20201231
43212,NM,20201231,56480,70714,OHIO,8724.0,FIRST CITY BANK,COLUMBUS,1885 N.W. BLVD.,20221014,741,19070101,61990,741_20201231
45865,SM,20201231,560977,637677,OHIO,53453.0,MINSTER BANK,MINSTER,95 W. 4TH ST.,99991231,763,19140123,584224,763_20201231
45769,NM,20201231,332103,371405,OHIO,37392.0,FARMERS BANK&SAVINGS CO,POMEROY,640 E. MAIN ST.,99991231,769,19041204,334013,769_20201231
26003,NM,20201231,12652962,16374456,WEST VIRGINIA,2675924.0,WESBANCO BANK INC,WHEELING,ONE BANK PLAZA,99991231,803,18700120,13698532,803_20201231
23824,SM,20201231,419830,492862,VIRGINIA,57908.0,CITIZENS BANK&TRUST CO,BLACKSTONE,126 S. MAIN ST.,99991231,823,18730715,434954,823_20201231
26757,SM,20201231,240087,336018,WEST VIRGINIA,36167.0,BANK OF ROMNEY,ROMNEY,95 E. MAIN ST.,99991231,845,18880101,299851,845_20201231
26170,SM,20201231,59699,67660,WEST VIRGINIA,7175.0,PLEASANTS COUNTY BANK,SAINT MARYS,215 WASHINGTON ST.,99991231,847,18961221,60485,847_20201231
35462,NM,20201231,81609,90068,ALABAMA,8005.0,MERCHANTS&FARMERS BK GREENE,EUTAW,302 PRAIRIE AVE,99991231,855,19000101,82063,855_20201231
35594,NM,20201231,235768,294685,ALABAMA,33287.0,STATE BANK&TRUST,WINFIELD,1945 US HWY. 43,99991231,861,19071003,261398,861_20201231
31014,NM,20201231,207482,244644,GEORGIA,36282.0,STATE BANK OF COCHRAN,COCHRAN,112 E BEECH ST.,99991231,872,19220105,208362,872_20201231
31901,SM,20201231,47143911,54326440,GEORGIA,5239849.0,SYNOVUS BANK,COLUMBUS,1111 BAY AVE.,99991231,873,18880101,49086591,873_20201231
39842,NM,20201231,117912,142668,GEORGIA,24156.0,BANK OF DAWSON,DAWSON,209 MAIN ST.,99991231,876,19110701,118512,876_20201231
31023,NM,20201231,167703,188554,GEORGIA,20552.0,MAGNOLIA STATE BANK,EASTMAN,130 OAK ST.,99991231,877,19190102,168002,877_20201231
30817,NM,20201231,135903,158569,GEORGIA,22403.0,FARMERS STATE BANK,LINCOLNTON,115 N WASHINGTON ST,99991231,879,19111202,136166,879_20201231
30457,NM,20201231,99635,110764,GEORGIA,10820.0,BANK OF SOPERTON,SOPERTON,1202 2ND ST,99991231,889,19030601,99944,889_20201231
37030,NM,20201231,556871,695184,TENNESSEE,131625.0,CITIZENS BANK,CARTHAGE,407 MAIN ST.,99991231,893,19291026,563559,893_20201231
39074,NM,20201231,192885,225560,MISSISSIPPI,29718.0,BANK OF FOREST,FOREST,211 W. 3RD ST.,99991231,898,19000327,195842,898_20201231
62501,NM,20201231,73484,88986,ILLINOIS,11314.0,GERBER STATE BANK,ARGENTA,110 E. ELM ST.,99991231,899,18871001,77672,899_20201231
61010,NM,20201231,271749,311047,ILLINOIS,32954.0,BYRON BANK,BYRON,200 N. WALNUT,99991231,902,19320701,278093,902_20201231
60602,NM,20201231,970515,1082442,ILLINOIS,88757.0,AMALGAMATED BANK OF CHICAGO,CHICAGO,30 N. LASALLE ST.,99991231,903,19220630,993685,903_20201231
60603,SM,20201231,49880459,169571085,ILLINOIS,10796930.0,NORTHERN TRUST CO,CHICAGO,50 S. LASALLE ST.,99991231,913,18890101,158771046,913_20201231
62422,NM,20201231,49824,55560,ILLINOIS,5703.0,COMMUNITY BANKS SHELBY CNTY,COWDEN,126 N. GRAND AVE,20220923,920,18920101,49857,920_20201231
61401,SM,20201231,340324,408276,ILLINOIS,50800.0,FARMERS&MECHANICS BANK,GALESBURG,21 E. MAIN ST.,20210206,924,18690331,357476,924_20201231
60134,SM,20201231,87401,96618,ILLINOIS,8922.0,STATE BANK OF GENEVA,GENEVA,22 S. 4TH ST.,99991231,925,19030101,87696,925_20201231
61443,N,20201231,365380,428542,ILLINOIS,55308.0,PEOPLES NB OF KEWANEE,KEWANEE,207 N. TREMONT ST.,99991231,926,19280301,373234,926_20201231
60953,NM,20201231,45493,52934,ILLINOIS,4387.0,CITIZENS STB OF MILFORD,MILFORD,36 E JONES ST,99991231,931,19070923,48547,931_20201231
61953,NM,20201231,84759,96247,ILLINOIS,11215.0,TNB BANK,TUSCOLA,900 S. PROGRESS BLVD.,20220314,938,18900101,85032,938_20201231
61376,SM,20201231,50293,55183,ILLINOIS,4816.0,CITIZENS FIRST STB OF WALNUT,WALNUT,105 N. MAIN ST.,20221001,939,19200101,50367,939_20201231
50511,NM,20201231,297346,369226,IOWA,45637.0,IOWA STATE BANK,ALGONA,5 E. CALL ST.,99991231,950,19280101,323589,950_20201231
51012,NM,20201231,184410,235433,IOWA,29513.0,CHEROKEE STATE BANK,CHEROKEE,212 W. WILLOW ST.,99991231,951,18881008,205920,951_20201231
50309,NM,20201231,4692621,5796998,IOWA,524944.0,BANKERS TRUST CO,DES MOINES,453 7TH ST.,99991231,953,19170601,5272054,953_20201231
50846,SM,20201231,181115,214589,IOWA,33065.0,FNB BANK,FONTANELLE,311 5TH ST.,99991231,954,19050823,181524,954_20201231
52627,SM,20201231,321636,371566,IOWA,32847.0,CONNECTION BANK,FORT MADISON,636 AVE. G,99991231,955,18540701,338719,955_20201231
51534,SM,20201231,231884,259105,IOWA,25744.0,GLENWOOD STATE BANK,GLENWOOD,32 N. WALNUT ST.,99991231,956,18990101,233361,956_20201231
51445,NM,20201231,1551021,1866595,IOWA,206937.0,UNITED BANK OF IOWA,IDA GROVE,501 2ND ST.,99991231,958,19320204,1659658,958_20201231
52761,N,20201231,308468,353039,IOWA,38034.0,FIRST NB OF MUSCATINE,MUSCATINE,300 E. 2ND ST.,20220609,961,19340101,315005,961_20201231
50461,SM,20201231,215313,256209,IOWA,28505.0,HOME TRUST&SAVINGS BANK,OSAGE,628 MAIN ST.,99991231,963,18991201,227704,963_20201231
51357,NM,20201231,33271,47611,IOWA,14312.0,HOME STATE BANK,ROYAL,202 3RD AVE,99991231,966,19150412,33299,966_20201231
50588,SM,20201231,228871,257128,IOWA,28028.0,SECURITY TRUST&SAVINGS BANK,STORM LAKE,601 LAKE ST.,99991231,968,19080101,229100,968_20201231
51463,SM,20201231,130597,151924,IOWA,20804.0,TEMPLETON SAVINGS BANK,TEMPLETON,103 S MAIN ST,99991231,969,19230101,131120,969_20201231
49228,SM,20201231,98516,110658,MICHIGAN,12055.0,BLISSFIELD STATE BANK,BLISSFIELD,204 E. JEFFERSON,99991231,976,18730524,98603,976_20201231
48416,SM,20201231,358868,409617,MICHIGAN,46772.0,TRI-COUNTY BANK,BROWN CITY,4190 MAIN ST.,99991231,977,18890529,362845,977_20201231
48422,SM,20201231,424327,467857,MICHIGAN,42275.0,EASTERN MICHIGAN BANK,CROSWELL,65 N. HOWARD AVE.,99991231,982,18951204,425582,982_20201231
75201,SM,20201231,73930000,88120000,TEXAS,8118000.0,COMERICA BANK,DALLAS,1717 MAIN ST.,99991231,983,18490305,80002000,983_20201231
49067,SM,20201231,81489,89448,MICHIGAN,7552.0,G W JONES EXCHANGE BANK,MARCELLUS,119-21 W. MAIN ST.,99991231,999,18770528,81896,999_20201231
48858,SM,20201231,1569399,1908060,MICHIGAN,165575.0,ISABELLA BANK,MOUNT PLEASANT,200 E. BROADWAY,99991231,1005,19030701,1742485,1005_20201231
49230,SM,20201231,101120,117935,MICHIGAN,10216.0,BANK MICHIGAN,BROOKLYN,417 S. MAIN ST.,99991231,1008,19071001,107719,1008_20201231
49345,SM,20201231,1686550,1921293,MICHIGAN,228894.0,CHOICEONE BANK,SPARTA,109 E DIVISION ST,99991231,1014,18980101,1692399,1014_20201231
53818,N,20201231,276855,319658,WISCONSIN,38476.0,CLARE BANK NATIONAL ASSN,PLATTEVILLE,345 W. PINE ST.,99991231,1022,19051028,281182,1022_20201231
72315,SM,20201231,294835,325015,ARKANSAS,29487.0,FARMERS BANK&TRUST CO,BLYTHEVILLE,400 W. MAIN ST.,99991231,1027,19080316,295528,1027_20201231
